职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['销售/销售经理'],['0.8-1万/月'],['上海至数企业发展有限公司'],['创业公司| 少于50人| 互联网/电子商务 医疗设备/器械'],['上班地址 : 田林路140号越界创意园28号楼2层41-42单元'],['上海-徐汇区'],[],[],['2人'],['2019-09-13'],"医疗设备管理SAAS解决方案销售（省区经理储备岗）职位亮点：  1. 专业的互联网和医疗行业知识、大量医疗行业人脉资源  2. 过硬的销售技能还有赚钱能力  3. 试用期签单直接晋升销售经理，业绩突出者可外派至省区担任省区经理    销售产品：  至数医疗设备全生命周期数据化智能服务解决方案。  该方案以至数星云MDISP智能数据引擎为支撑，以动态二维码和云计算技术为连接载体，搭载新一代智能硬件技术，通过快捷的Saas部署为医院所有医疗设备建立精准电子档案，自动获取分析重要医疗设备的运行日志、环境参数等实时动态数据，实现全院医疗设备动态化，精准化，数据化，可视化，智能化的全生命周期管理。实现跨区域、多角色的实时动态链接，打通院内外、医疗结构与服务商、设备厂商之间、医疗机构与监管机构之间的工作流、数据流，进而实现医疗设备的动态监管，效率效益以及安全性的提升。帮助大型医疗机构规范管理，使其全面符合医院等级评审、上级监管及JCI评审规范。通过大数据核心算法可以不断为医院管理者、区域主管部门机构提供精准科学的决策支持数据报告。    销售对象：  医疗机构（大中小型公立医院、民营医院、医疗集团、诊所、社区卫生服务中心及体检机构等）、医疗设备厂商、维修商及医疗监管机构    岗位职责：  1.通过公司方案销售专项培训，熟练讲解并演示产品，组合运用公司提供的销售工具和政策来触达客户，完成销售  2.通过电话、邮件、网络、见面拜访等多种渠道进行售前咨询服务，寻求销售机会  3.负责销售相关的报价、招投标、合同签署、回款等商务流程  4.维持客户关系，建立良好的长期合作关系  5.渠道项目的售前咨询服务    任职要求：  1.喜欢市场类的工作、有目标感、以结果为导向，善于学习  2.熟悉医院项目的商务流程以及操作经验，能独立、持续地完成销售任务  3.对文字语言等具备较强的把控能力，能很好的阐述自身观点，口齿清晰，普通话流利，语音富有感染力  4.具备良好的应变能力和承压能力，有责任心和积极的工作态度  5.有一定的数据中心、虚拟化、公有云IT知识者优先 ,有客服、咨询、销售工作经验者优先"
['PHP高级开发工程师'],['1.5-2万/月'],['博看网'],['民营公司| 150-500人| 计算机服务(系统、数据服务、维修) 互联网/电子商务'],['上班地址 : 湖北省武汉市江汉区江旺路8号红T时尚创意街区5号楼3层——博看网'],['武汉-江汉区'],['3-4年工作经验'],['大专'],['2人'],['2019-09-13'],
['软件工程师（单片机开发）'],['0.7-1.5万/月'],['广州悦元电子有限公司'],['民营公司| 150-500人| 电子技术/半导体/集成电路'],['上班地址 : 广州市白云区江高镇流连路19号3楼（凤翔中路66号）'],['广州-白云区'],['2年工作经验'],['大专'],['2人'],['2019-09-13'],
['ASP.NET'],['4-6千/月'],['无锡诚业科技有限公司'],['民营公司| 少于50人| 计算机软件'],['上班地址 : 旺庄'],['无锡-无锡新区'],['1年工作经验'],['大专'],['若干人'],['2019-09-13'],
['东北区域总经理'],['1-2万/月'],['融投世界科技有限公司'],['民营公司| 50-150人| 互联网/电子商务 金融/投资/证券'],['上班地址 : 沈阳市和平区青年大街390号皇朝万鑫'],['沈阳'],['5-7年工作经验'],['大专'],['1人'],['2019-09-13'],
['数据分析师'],['0.8-1万/月'],['纬创资通（昆山）有限公司'],['外资（非欧美）| 10000人以上| 计算机硬件 电子技术/半导体/集成电路'],['上班地址 : 江苏省昆山市综合保税区第一大道168号'],['昆山'],['无工作经验'],['硕士'],['2人'],['2019-09-13'],1、对工业数据进行科学分析，机器学习及深度学习，实现人工智能应用2、人工智能应用包括库存管理智能化，自动光学检测等电子制造应用3、与公司数据分析相关工程师合作，掌握科学驱动决策之目标职位要求：1、统计，数学，人工智能等专业2、硕士及以上学历
['Java开发工程师'],['1-1.5万/月'],['成都卓程科技有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 成都A区'],['成都-武侯区'],['5-7年工作经验'],['本科'],['30人'],['2019-09-13'],
['贝壳/置业顾问/无责底薪/就近'],['0.8-1万/月'],['西安链家宝业房地产经纪有限公司'],['民营公司| 10000人以上| 中介服务 房地产'],['上班地址 : 泰华金贸国际'],['西安-雁塔区'],['无工作经验'],[],['若干人'],['2019-09-13'],
['诚聘POS机销售 全职 ***'],['0.9-1.8万/月'],['广州市永诚信息科技有限公司'],['民营公司| 50-150人| 通信/电信运营、增值服务 专业服务(咨询、人力资源、财会)'],['上班地址 : 祥圃街汇诚商务大厦116室'],['广州-天河区'],[],[],['10人'],['2019-09-13'],
['PCB维修员 技术助理'],['3-4.5千/月'],['珠海名科电子科技有限公司'],['民营公司| 50-150人| 电子技术/半导体/集成电路'],['上班地址 : 高新区金鼎工业园金恒一路9号四幢三楼'],['珠海-珠海高新区'],['1年工作经验'],['大专'],['5人'],['2019-09-13'],"任职要求：1.技校及大专以上学历，电子，电器相关专业。2.能熟练的使用烙铁，热风枪。3.对简单电路与电子元器件有较好的认识。4.有1到2年电子维修经验者优先，优秀应届生亦可。5.表现优异者可参与研发，申请独立设计项目。岗位职责：1.车间工艺技术指导，不良品的维修、统计、分析及改良。2.新产品的转化，协助研发组装新样机，焊接样板等。  名科以智能硬件研发为基础，以网络与移动通信为手段，以云服务为平台，结合大数据分析与物联网应用，在智慧城市建设的战略目标下，围绕智慧社区安防体系建设（包括楼宇对讲、车牌识别，智能锁，人行通道，智能家居，旧小区改造、商业门禁解决方案以及流动人口管理系统等应用）、核心方向，完成了产业链的超前布局与初步整合。目标成为国内最具规模与实力的智慧社区的整体解决方案提供商与设备制造商。公司坚持以研发及技术创新为立足点，探索工匠精神，我们坚信：社会发展是靠技术与产品推动！当别人都转向虚拟经济时，我们技术研发的沉淀与积累会否会成为我们的竞争优势？我们希望在新一轮产业调整期，依靠技术与产品的优势，把握机遇，迎接挑战!2017年开始，预计未来三年公司将保持快速增长的发展势头（年度增长率不低于50%）。欢迎有志于的创业或事业发展的各路人才，加盟名科这个大家庭,只要你：有积极、乐观、向上的心态，感恩、分享、包容的团队气质；有专业特长与经验，如技术、营销、管理等；有长远目标，并能立足当前，脚踏实地，且追求完美；愿意与团队共患难，同发展；薪酬福利：你的付出所创造的价值就是你的福利！名科愿与大家分享一切成果，包括公司股权！"
['销售代表 月休6天 月薪8K'],['0.6-1万/月'],['武汉知行百应科技有限公司'],['民营公司| 少于50人| 计算机软件'],['上班地址 : 武昌区中南路街武珞路628号亚贸广场B座17楼5号'],['武汉-武昌区'],['无工作经验'],['大专'],['6人'],['2019-09-13'],
['2020年实习生计划-信息安全助理工程师'],['150元/天'],['上海大阵仗科技有限公司'],['创业公司| 少于50人| 计算机服务(系统、数据服务、维修) 计算机软件'],['上班地址 : 上海武宁路300弄10号'],['上海-普陀区'],['无工作经验'],['大专'],['若干人'],['2019-09-13'],
['项目开发主管'],['1.2-2万/月'],['武汉裕亚捷科技有限公司'],['民营公司| 少于50人| 计算机软件 互联网/电子商务'],['上班地址 : 光谷国际企业中心1期6栋栖凤楼B座4楼'],['武汉'],['5-7年工作经验'],[],['1人'],['2019-09-13'],
['链家房产精英 地铁口就近工作'],['0.8-1万/月'],['南京链家房地产经纪有限公司'],['民营公司| 1000-5000人| 中介服务 房地产'],['上班地址 : 南京就近安排'],['南京'],['无工作经验'],['大专'],['若干人'],['2019-09-13'],
['信用卡商务'],['1-1.5万/月'],['上海申米信息技术有限公司'],['民营公司| 50-150人| 互联网/电子商务 计算机服务(系统、数据服务、维修)'],['上班地址 : 北京市海淀区苏州街大恒国际5层'],['北京-海淀区'],['1年工作经验'],['大专'],['若干人'],['2019-09-13'],
['电子商务专员'],['5-7千/月'],['深圳市佛洛伦克家居有限公司'],['民营公司| 50-150人| 家居/室内设计/装潢 家具/家电/玩具/礼品'],['上班地址 : 深圳市罗湖区梅园路艺茂中心7楼G002'],['深圳'],['1年工作经验'],['中专'],['2人'],['2019-09-13'],
['客户经理'],['0.8-1.5万/月'],['广州小时代投资咨询有限公司'],['民营公司| 150-500人| 金融/投资/证券'],['上班地址 : 广州市 广州大道307号 富力新天地中心 22楼整层'],['广州-越秀区'],['1年工作经验'],['大专'],['5人'],['2019-09-13'],公司使命：打造一个以服务为主，市场上最专业，收费标准的，以科技为驱动的线上线下相结合的融资信息服务平台。二、工作介绍：   公司主营金融银行贷款业务，代理全广州的银行产品，专业为需要周转的个人和需要融资的中小企业提供服务。公司位于广州天河区CBD珠江新城超甲级写字楼，办公面积2500平方，并与广州 43 家银行达成了长期稳定的战略合作伙伴关系，拿到一级代理权。  致力于服务至上为社会创造价值，通过银行提供的内部渠道批量进件，作为合作创业型创新型公司，晋升空间大和晋升选择路线宽广，而且公司资金雄厚，自有产品，团队不限编！且处在不停扩编期中，逐步开设社区金融服务店设立于各小区中为市民提供最便捷的社区金融服务，同时未来发展方向将会把线下与线上相结合，顺应时代发展和市场需求，致力做到无微不至的服务。   同时公司也由众多专业的银行融资经理搭建了专门的渠道部，为客户匹配最适合的产品和最优的方案，渠道部划分了抵押部、消金部、工薪部、车贷部、企业贷部、小贷部等，保证以最专业精准的态度提高工作效率，员工也能够有更多的时间精力去工作学习。  工作科学化，管理层基本皆来自世界前50强企业管理，以结果为导向，致力做到：服务为本，专业至上;诚实守信，爱岗敬业;严于律己，团结协作;自我学习，追求卓越。三、招聘岗位：客户经理5名（储备干部，可接受实习生，带薪培训）：任职资格：热爱金融行业，有志在金融行业发展学历要求：全日制大专及以上，本科学历优先考虑晋升路线：初级客户经理-高级/资深客户经理-银行部渠道经理/团队经理-社区金融店店长/营业部经理-总监-片区总-副总经理职位描述：1、初始阶段工作内容利用公司的提供的资源然后通过电话、微信等通讯工具邀约客户上门办理业务，并及时整理登记并提交客户提供的信息；2、收集客户资料，大数据存量经营，并进行初步的审核，上传银行系统并提交；3、定期维护老客户，做好跟踪记录和反馈工作，必要时同银行部经理进行交接。任职要求：1. 善于分析问题，并能够提出合理的解决方法          2. 品行端正，积极向上，愿意学习进取心强，目标清晰，有责任感          3. 具备良好的形象和修养，工作态度积极，有客户服务、学生干部、销售经验者优先另招聘社区金融服务店储备店长及店长！！！要求:1-必须有强烈的赚钱欲望和对目标的执着！2-必须愿意踏踏实实做起，有为自己未来做好长期规划的心！3-有创业经验或者销售经验为佳!!4-储备店长晋升路线：客户经理——团队主管——店长（可以享受公司不上限提成+底薪+社区店20%股份及育成新店的20%股份）。统一晋升标准！公平公正！公司给予资源支持：先就业，后创业！四、员工福利待遇描述：1、工作时间：周一至周五，早上8：30-11:50下午14:00-17:45；2、带薪假期：享受国家法定节假日、带薪年假等；3、薪酬待遇：无责任底薪＋不上限提成+绩效奖金+年终奖，多做多得4、节假贺礼：重大节日礼品，过节费等；5、公司活动：每月有各激励方案，定期组织文体活动、门店K歌活动、聚餐活动、一年四次旅游等；6、公司培训：新员工入职后有带薪培训、部门培训、专业技能培训，且有师徒制一带一等，工作资源完全由公司提供，有五险一金，通讯补助等；7、职业发展：健全良好的职位晋升通道、多线路选择、广阔的职业发展平台，渠道业务线、管理线、线下门店经营等多个发展方向；8、福利保障：广州CBD珠江新城超甲级写字楼办公，工作环境舒适，员工生日会、不定期下午茶、团队聚餐、团建活动、红包雨等，可开具实习证明。五、联系方式：1.  联系人： 13924916341陈经理（主动联系者优先考虑）2.  简历邮箱： 568498035@qq.com 3. 本次招聘工作地址及面试地址：广东省广州市天河区珠江新城 富力新天地中心22楼整层
